images,seg,bboxes
20180810142822_camera_frontcenter_000010602.png,20180810142822_label_frontcenter_000010602.png,20180810142822_label3D_frontcenter_000010602.txt
20180810142822_camera_frontcenter_000010724.png,20180810142822_label_frontcenter_000010724.png,20180810142822_label3D_frontcenter_000010724.txt
20180810142822_camera_frontcenter_000010751.png,20180810142822_label_frontcenter_000010751.png,20180810142822_label3D_frontcenter_000010751.txt
20180810142822_camera_frontcenter_000010951.png,20180810142822_label_frontcenter_000010951.png,20180810142822_label3D_frontcenter_000010951.txt
20180810142822_camera_frontcenter_000010958.png,20180810142822_label_frontcenter_000010958.png,20180810142822_label3D_frontcenter_000010958.txt
20180810142822_camera_frontcenter_000010969.png,20180810142822_label_frontcenter_000010969.png,20180810142822_label3D_frontcenter_000010969.txt
20180810142822_camera_frontcenter_000011168.png,20180810142822_label_frontcenter_000011168.png,20180810142822_label3D_frontcenter_000011168.txt
20180810142822_camera_frontcenter_000011463.png,20180810142822_label_frontcenter_000011463.png,20180810142822_label3D_frontcenter_000011463.txt
20180810142822_camera_frontcenter_000011507.png,20180810142822_label_frontcenter_000011507.png,20180810142822_label3D_frontcenter_000011507.txt
20180810142822_camera_frontcenter_000011635.png,20180810142822_label_frontcenter_000011635.png,20180810142822_label3D_frontcenter_000011635.txt
20180810142822_camera_frontcenter_000011671.png,20180810142822_label_frontcenter_000011671.png,20180810142822_label3D_frontcenter_000011671.txt
20180810142822_camera_frontcenter_000011829.png,20180810142822_label_frontcenter_000011829.png,20180810142822_label3D_frontcenter_000011829.txt
20180810142822_camera_frontcenter_000011901.png,20180810142822_label_frontcenter_000011901.png,20180810142822_label3D_frontcenter_000011901.txt
20180810142822_camera_frontcenter_000011904.png,20180810142822_label_frontcenter_000011904.png,20180810142822_label3D_frontcenter_000011904.txt
20180810142822_camera_frontcenter_000012071.png,20180810142822_label_frontcenter_000012071.png,20180810142822_label3D_frontcenter_000012071.txt
20180810142822_camera_frontcenter_000012084.png,20180810142822_label_frontcenter_000012084.png,20180810142822_label3D_frontcenter_000012084.txt
20180810142822_camera_frontcenter_000012221.png,20180810142822_label_frontcenter_000012221.png,20180810142822_label3D_frontcenter_000012221.txt
20180810142822_camera_frontcenter_000012228.png,20180810142822_label_frontcenter_000012228.png,20180810142822_label3D_frontcenter_000012228.txt
20180810142822_camera_frontcenter_000012321.png,20180810142822_label_frontcenter_000012321.png,20180810142822_label3D_frontcenter_000012321.txt
20180810142822_camera_frontcenter_000012326.png,20180810142822_label_frontcenter_000012326.png,20180810142822_label3D_frontcenter_000012326.txt
20180810142822_camera_frontcenter_000012345.png,20180810142822_label_frontcenter_000012345.png,20180810142822_label3D_frontcenter_000012345.txt
20180810142822_camera_frontcenter_000012364.png,20180810142822_label_frontcenter_000012364.png,20180810142822_label3D_frontcenter_000012364.txt
20180810142822_camera_frontcenter_000012381.png,20180810142822_label_frontcenter_000012381.png,20180810142822_label3D_frontcenter_000012381.txt
20180810142822_camera_frontcenter_000012423.png,20180810142822_label_frontcenter_000012423.png,20180810142822_label3D_frontcenter_000012423.txt
20180810142822_camera_frontcenter_000012434.png,20180810142822_label_frontcenter_000012434.png,20180810142822_label3D_frontcenter_000012434.txt
20180810142822_camera_frontcenter_000012648.png,20180810142822_label_frontcenter_000012648.png,20180810142822_label3D_frontcenter_000012648.txt
20180810142822_camera_frontcenter_000012650.png,20180810142822_label_frontcenter_000012650.png,20180810142822_label3D_frontcenter_000012650.txt
20180810142822_camera_frontcenter_000012881.png,20180810142822_label_frontcenter_000012881.png,20180810142822_label3D_frontcenter_000012881.txt
20180810142822_camera_frontcenter_000012989.png,20180810142822_label_frontcenter_000012989.png,20180810142822_label3D_frontcenter_000012989.txt
20180810142822_camera_frontcenter_000013134.png,20180810142822_label_frontcenter_000013134.png,20180810142822_label3D_frontcenter_000013134.txt
20180810142822_camera_frontcenter_000013184.png,20180810142822_label_frontcenter_000013184.png,20180810142822_label3D_frontcenter_000013184.txt
20180810142822_camera_frontcenter_000013193.png,20180810142822_label_frontcenter_000013193.png,20180810142822_label3D_frontcenter_000013193.txt
20180810142822_camera_frontcenter_000013207.png,20180810142822_label_frontcenter_000013207.png,20180810142822_label3D_frontcenter_000013207.txt
20180810142822_camera_frontcenter_000013355.png,20180810142822_label_frontcenter_000013355.png,20180810142822_label3D_frontcenter_000013355.txt
20180810142822_camera_frontcenter_000013642.png,20180810142822_label_frontcenter_000013642.png,20180810142822_label3D_frontcenter_000013642.txt
20180810142822_camera_frontcenter_000014045.png,20180810142822_label_frontcenter_000014045.png,20180810142822_label3D_frontcenter_000014045.txt
20180810142822_camera_frontcenter_000014050.png,20180810142822_label_frontcenter_000014050.png,20180810142822_label3D_frontcenter_000014050.txt
20180810142822_camera_frontcenter_000014278.png,20180810142822_label_frontcenter_000014278.png,20180810142822_label3D_frontcenter_000014278.txt
20180810142822_camera_frontcenter_000014365.png,20180810142822_label_frontcenter_000014365.png,20180810142822_label3D_frontcenter_000014365.txt
20180810142822_camera_frontcenter_000014401.png,20180810142822_label_frontcenter_000014401.png,20180810142822_label3D_frontcenter_000014401.txt
20180810142822_camera_frontcenter_000014656.png,20180810142822_label_frontcenter_000014656.png,20180810142822_label3D_frontcenter_000014656.txt
20180810142822_camera_frontcenter_000014665.png,20180810142822_label_frontcenter_000014665.png,20180810142822_label3D_frontcenter_000014665.txt
20180810142822_camera_frontcenter_000014732.png,20180810142822_label_frontcenter_000014732.png,20180810142822_label3D_frontcenter_000014732.txt
20180810142822_camera_frontcenter_000014791.png,20180810142822_label_frontcenter_000014791.png,20180810142822_label3D_frontcenter_000014791.txt
20180810142822_camera_frontcenter_000015143.png,20180810142822_label_frontcenter_000015143.png,20180810142822_label3D_frontcenter_000015143.txt
20180810142822_camera_frontcenter_000015173.png,20180810142822_label_frontcenter_000015173.png,20180810142822_label3D_frontcenter_000015173.txt
20180810142822_camera_frontcenter_000015196.png,20180810142822_label_frontcenter_000015196.png,20180810142822_label3D_frontcenter_000015196.txt
20180810142822_camera_frontcenter_000015245.png,20180810142822_label_frontcenter_000015245.png,20180810142822_label3D_frontcenter_000015245.txt
20180810142822_camera_frontcenter_000015299.png,20180810142822_label_frontcenter_000015299.png,20180810142822_label3D_frontcenter_000015299.txt
20180810142822_camera_frontcenter_000015314.png,20180810142822_label_frontcenter_000015314.png,20180810142822_label3D_frontcenter_000015314.txt
20180810142822_camera_frontcenter_000015356.png,20180810142822_label_frontcenter_000015356.png,20180810142822_label3D_frontcenter_000015356.txt
20180810142822_camera_frontcenter_000015409.png,20180810142822_label_frontcenter_000015409.png,20180810142822_label3D_frontcenter_000015409.txt
20180810142822_camera_frontcenter_000015949.png,20180810142822_label_frontcenter_000015949.png,20180810142822_label3D_frontcenter_000015949.txt
20180810142822_camera_frontcenter_000015980.png,20180810142822_label_frontcenter_000015980.png,20180810142822_label3D_frontcenter_000015980.txt
20180810142822_camera_frontcenter_000016383.png,20180810142822_label_frontcenter_000016383.png,20180810142822_label3D_frontcenter_000016383.txt
20180810142822_camera_frontcenter_000016759.png,20180810142822_label_frontcenter_000016759.png,20180810142822_label3D_frontcenter_000016759.txt
20180810142822_camera_frontcenter_000016768.png,20180810142822_label_frontcenter_000016768.png,20180810142822_label3D_frontcenter_000016768.txt
20180810142822_camera_frontcenter_000016974.png,20180810142822_label_frontcenter_000016974.png,20180810142822_label3D_frontcenter_000016974.txt
20180810142822_camera_frontcenter_000017539.png,20180810142822_label_frontcenter_000017539.png,20180810142822_label3D_frontcenter_000017539.txt
20180810142822_camera_frontcenter_000017554.png,20180810142822_label_frontcenter_000017554.png,20180810142822_label3D_frontcenter_000017554.txt
20180810142822_camera_frontcenter_000017654.png,20180810142822_label_frontcenter_000017654.png,20180810142822_label3D_frontcenter_000017654.txt
20180810142822_camera_frontcenter_000017664.png,20180810142822_label_frontcenter_000017664.png,20180810142822_label3D_frontcenter_000017664.txt
20180810142822_camera_frontcenter_000017707.png,20180810142822_label_frontcenter_000017707.png,20180810142822_label3D_frontcenter_000017707.txt
20180810142822_camera_frontcenter_000017840.png,20180810142822_label_frontcenter_000017840.png,20180810142822_label3D_frontcenter_000017840.txt
20180810142822_camera_frontcenter_000017894.png,20180810142822_label_frontcenter_000017894.png,20180810142822_label3D_frontcenter_000017894.txt
20180810142822_camera_frontcenter_000018063.png,20180810142822_label_frontcenter_000018063.png,20180810142822_label3D_frontcenter_000018063.txt
20180810142822_camera_frontcenter_000018460.png,20180810142822_label_frontcenter_000018460.png,20180810142822_label3D_frontcenter_000018460.txt
20180810142822_camera_frontcenter_000018474.png,20180810142822_label_frontcenter_000018474.png,20180810142822_label3D_frontcenter_000018474.txt
20180810142822_camera_frontcenter_000018521.png,20180810142822_label_frontcenter_000018521.png,20180810142822_label3D_frontcenter_000018521.txt
20180810142822_camera_frontcenter_000018534.png,20180810142822_label_frontcenter_000018534.png,20180810142822_label3D_frontcenter_000018534.txt
20180810142822_camera_frontcenter_000018565.png,20180810142822_label_frontcenter_000018565.png,20180810142822_label3D_frontcenter_000018565.txt
20180810142822_camera_frontcenter_000018608.png,20180810142822_label_frontcenter_000018608.png,20180810142822_label3D_frontcenter_000018608.txt
20180810142822_camera_frontcenter_000018734.png,20180810142822_label_frontcenter_000018734.png,20180810142822_label3D_frontcenter_000018734.txt
20180810142822_camera_frontcenter_000018802.png,20180810142822_label_frontcenter_000018802.png,20180810142822_label3D_frontcenter_000018802.txt
20180810142822_camera_frontcenter_000018888.png,20180810142822_label_frontcenter_000018888.png,20180810142822_label3D_frontcenter_000018888.txt
20180810142822_camera_frontcenter_000019435.png,20180810142822_label_frontcenter_000019435.png,20180810142822_label3D_frontcenter_000019435.txt
20180810142822_camera_frontcenter_000019454.png,20180810142822_label_frontcenter_000019454.png,20180810142822_label3D_frontcenter_000019454.txt
20180810142822_camera_frontcenter_000019461.png,20180810142822_label_frontcenter_000019461.png,20180810142822_label3D_frontcenter_000019461.txt
20180810142822_camera_frontcenter_000019510.png,20180810142822_label_frontcenter_000019510.png,20180810142822_label3D_frontcenter_000019510.txt
20180810142822_camera_frontcenter_000019548.png,20180810142822_label_frontcenter_000019548.png,20180810142822_label3D_frontcenter_000019548.txt
20180810142822_camera_frontcenter_000019670.png,20180810142822_label_frontcenter_000019670.png,20180810142822_label3D_frontcenter_000019670.txt
20180810142822_camera_frontcenter_000019881.png,20180810142822_label_frontcenter_000019881.png,20180810142822_label3D_frontcenter_000019881.txt
20180810142822_camera_frontcenter_000019882.png,20180810142822_label_frontcenter_000019882.png,20180810142822_label3D_frontcenter_000019882.txt
20180810142822_camera_frontcenter_000019902.png,20180810142822_label_frontcenter_000019902.png,20180810142822_label3D_frontcenter_000019902.txt
20180810142822_camera_frontcenter_000019923.png,20180810142822_label_frontcenter_000019923.png,20180810142822_label3D_frontcenter_000019923.txt
20180810142822_camera_frontcenter_000019982.png,20180810142822_label_frontcenter_000019982.png,20180810142822_label3D_frontcenter_000019982.txt
20180810142822_camera_frontcenter_000020022.png,20180810142822_label_frontcenter_000020022.png,20180810142822_label3D_frontcenter_000020022.txt
20180810142822_camera_frontcenter_000020196.png,20180810142822_label_frontcenter_000020196.png,20180810142822_label3D_frontcenter_000020196.txt
20180810142822_camera_frontcenter_000020209.png,20180810142822_label_frontcenter_000020209.png,20180810142822_label3D_frontcenter_000020209.txt
20180810142822_camera_frontcenter_000020303.png,20180810142822_label_frontcenter_000020303.png,20180810142822_label3D_frontcenter_000020303.txt
20180810142822_camera_frontcenter_000020346.png,20180810142822_label_frontcenter_000020346.png,20180810142822_label3D_frontcenter_000020346.txt
20180810142822_camera_frontcenter_000020400.png,20180810142822_label_frontcenter_000020400.png,20180810142822_label3D_frontcenter_000020400.txt
20180810142822_camera_frontcenter_000020428.png,20180810142822_label_frontcenter_000020428.png,20180810142822_label3D_frontcenter_000020428.txt
20180810142822_camera_frontcenter_000020605.png,20180810142822_label_frontcenter_000020605.png,20180810142822_label3D_frontcenter_000020605.txt
20180810142822_camera_frontcenter_000020668.png,20180810142822_label_frontcenter_000020668.png,20180810142822_label3D_frontcenter_000020668.txt
20180810142822_camera_frontcenter_000020675.png,20180810142822_label_frontcenter_000020675.png,20180810142822_label3D_frontcenter_000020675.txt
20180810142822_camera_frontcenter_000021044.png,20180810142822_label_frontcenter_000021044.png,20180810142822_label3D_frontcenter_000021044.txt
20180810142822_camera_frontcenter_000021085.png,20180810142822_label_frontcenter_000021085.png,20180810142822_label3D_frontcenter_000021085.txt
20180810142822_camera_frontcenter_000021098.png,20180810142822_label_frontcenter_000021098.png,20180810142822_label3D_frontcenter_000021098.txt
20180810142822_camera_frontcenter_000021242.png,20180810142822_label_frontcenter_000021242.png,20180810142822_label3D_frontcenter_000021242.txt
20180810142822_camera_frontcenter_000021292.png,20180810142822_label_frontcenter_000021292.png,20180810142822_label3D_frontcenter_000021292.txt
20180810142822_camera_frontcenter_000021495.png,20180810142822_label_frontcenter_000021495.png,20180810142822_label3D_frontcenter_000021495.txt
20180810142822_camera_frontcenter_000021499.png,20180810142822_label_frontcenter_000021499.png,20180810142822_label3D_frontcenter_000021499.txt
20180810142822_camera_frontcenter_000021502.png,20180810142822_label_frontcenter_000021502.png,20180810142822_label3D_frontcenter_000021502.txt
20180810142822_camera_frontcenter_000021506.png,20180810142822_label_frontcenter_000021506.png,20180810142822_label3D_frontcenter_000021506.txt
20180810142822_camera_frontcenter_000021595.png,20180810142822_label_frontcenter_000021595.png,20180810142822_label3D_frontcenter_000021595.txt
20180810142822_camera_frontcenter_000021596.png,20180810142822_label_frontcenter_000021596.png,20180810142822_label3D_frontcenter_000021596.txt
20180810142822_camera_frontcenter_000021600.png,20180810142822_label_frontcenter_000021600.png,20180810142822_label3D_frontcenter_000021600.txt
20180810142822_camera_frontcenter_000021796.png,20180810142822_label_frontcenter_000021796.png,20180810142822_label3D_frontcenter_000021796.txt
20180810142822_camera_frontcenter_000021806.png,20180810142822_label_frontcenter_000021806.png,20180810142822_label3D_frontcenter_000021806.txt
20180810142822_camera_frontcenter_000021961.png,20180810142822_label_frontcenter_000021961.png,20180810142822_label3D_frontcenter_000021961.txt
20180810142822_camera_frontcenter_000022110.png,20180810142822_label_frontcenter_000022110.png,20180810142822_label3D_frontcenter_000022110.txt
20180810142822_camera_frontcenter_000022146.png,20180810142822_label_frontcenter_000022146.png,20180810142822_label3D_frontcenter_000022146.txt
20180810142822_camera_frontcenter_000022158.png,20180810142822_label_frontcenter_000022158.png,20180810142822_label3D_frontcenter_000022158.txt
20180810142822_camera_frontcenter_000022188.png,20180810142822_label_frontcenter_000022188.png,20180810142822_label3D_frontcenter_000022188.txt
20180810142822_camera_frontcenter_000022314.png,20180810142822_label_frontcenter_000022314.png,20180810142822_label3D_frontcenter_000022314.txt
20180810142822_camera_frontcenter_000022416.png,20180810142822_label_frontcenter_000022416.png,20180810142822_label3D_frontcenter_000022416.txt
20180810142822_camera_frontcenter_000022501.png,20180810142822_label_frontcenter_000022501.png,20180810142822_label3D_frontcenter_000022501.txt
20180810142822_camera_frontcenter_000022539.png,20180810142822_label_frontcenter_000022539.png,20180810142822_label3D_frontcenter_000022539.txt
20180810142822_camera_frontcenter_000023110.png,20180810142822_label_frontcenter_000023110.png,20180810142822_label3D_frontcenter_000023110.txt
20180810142822_camera_frontcenter_000023132.png,20180810142822_label_frontcenter_000023132.png,20180810142822_label3D_frontcenter_000023132.txt
20180810142822_camera_frontcenter_000023296.png,20180810142822_label_frontcenter_000023296.png,20180810142822_label3D_frontcenter_000023296.txt
20180810142822_camera_frontcenter_000023603.png,20180810142822_label_frontcenter_000023603.png,20180810142822_label3D_frontcenter_000023603.txt
20180810142822_camera_frontcenter_000023621.png,20180810142822_label_frontcenter_000023621.png,20180810142822_label3D_frontcenter_000023621.txt
20180810142822_camera_frontcenter_000023708.png,20180810142822_label_frontcenter_000023708.png,20180810142822_label3D_frontcenter_000023708.txt
20180810142822_camera_frontcenter_000023771.png,20180810142822_label_frontcenter_000023771.png,20180810142822_label3D_frontcenter_000023771.txt
20180810142822_camera_frontcenter_000023793.png,20180810142822_label_frontcenter_000023793.png,20180810142822_label3D_frontcenter_000023793.txt
20180810142822_camera_frontcenter_000023871.png,20180810142822_label_frontcenter_000023871.png,20180810142822_label3D_frontcenter_000023871.txt
20180810142822_camera_frontcenter_000023890.png,20180810142822_label_frontcenter_000023890.png,20180810142822_label3D_frontcenter_000023890.txt
20180810142822_camera_frontcenter_000024039.png,20180810142822_label_frontcenter_000024039.png,20180810142822_label3D_frontcenter_000024039.txt
20180810142822_camera_frontcenter_000024067.png,20180810142822_label_frontcenter_000024067.png,20180810142822_label3D_frontcenter_000024067.txt
20180810142822_camera_frontcenter_000024111.png,20180810142822_label_frontcenter_000024111.png,20180810142822_label3D_frontcenter_000024111.txt
20180810142822_camera_frontcenter_000024152.png,20180810142822_label_frontcenter_000024152.png,20180810142822_label3D_frontcenter_000024152.txt
20180810142822_camera_frontcenter_000024213.png,20180810142822_label_frontcenter_000024213.png,20180810142822_label3D_frontcenter_000024213.txt
20180810142822_camera_frontcenter_000024214.png,20180810142822_label_frontcenter_000024214.png,20180810142822_label3D_frontcenter_000024214.txt
20180810142822_camera_frontcenter_000024243.png,20180810142822_label_frontcenter_000024243.png,20180810142822_label3D_frontcenter_000024243.txt
20180810142822_camera_frontcenter_000024276.png,20180810142822_label_frontcenter_000024276.png,20180810142822_label3D_frontcenter_000024276.txt
20180810142822_camera_frontcenter_000024483.png,20180810142822_label_frontcenter_000024483.png,20180810142822_label3D_frontcenter_000024483.txt
20180810142822_camera_frontcenter_000024538.png,20180810142822_label_frontcenter_000024538.png,20180810142822_label3D_frontcenter_000024538.txt
20180810142822_camera_frontcenter_000024563.png,20180810142822_label_frontcenter_000024563.png,20180810142822_label3D_frontcenter_000024563.txt
20180810142822_camera_frontcenter_000024594.png,20180810142822_label_frontcenter_000024594.png,20180810142822_label3D_frontcenter_000024594.txt
20180810142822_camera_frontcenter_000024637.png,20180810142822_label_frontcenter_000024637.png,20180810142822_label3D_frontcenter_000024637.txt
20180810142822_camera_frontcenter_000024882.png,20180810142822_label_frontcenter_000024882.png,20180810142822_label3D_frontcenter_000024882.txt
20180810142822_camera_frontcenter_000024913.png,20180810142822_label_frontcenter_000024913.png,20180810142822_label3D_frontcenter_000024913.txt
20180810142822_camera_frontcenter_000024915.png,20180810142822_label_frontcenter_000024915.png,20180810142822_label3D_frontcenter_000024915.txt
20180810142822_camera_frontcenter_000024929.png,20180810142822_label_frontcenter_000024929.png,20180810142822_label3D_frontcenter_000024929.txt
20180810142822_camera_frontcenter_000025000.png,20180810142822_label_frontcenter_000025000.png,20180810142822_label3D_frontcenter_000025000.txt
20180810142822_camera_frontcenter_000025177.png,20180810142822_label_frontcenter_000025177.png,20180810142822_label3D_frontcenter_000025177.txt
